,0
0,0.020224683712245676
1,0.020283908950975794
2,0.030303162403060795
3,0.020253005719117166
4,0.020274459748369517
5,0.020264432872952407
6,0.030229631983335323
7,0.020261090581146706
8,0.020223336235240752
9,0.020255053335331154
10,0.020224919907666616
11,0.020273112271364593
12,0.0202360052632545
13,0.02023641672648688
14,0.020266427687753188
15,0.020271117456563816
16,0.020312572435237177
17,0.020265027409335057
18,0.02030639912279046
19,0.020291993813005334
20,0.020272464933568737
21,0.020241859435919784
22,0.030235021891355015
23,0.02026409107470505
24,0.020271117456563816
25,0.03030046744905095
26,0.020263679932330133
27,0.020308888345184115
28,0.02026578034995733
29,0.020231726957676256
30,0.020263679932330133
31,0.020244995996109297
32,0.02023506924948196
33,0.020212198078239662
34,0.020223336235240752
35,0.0202310796198804
36,0.020235699723706
37,0.0202523055799081
38,0.020317384670446036
39,0.03022693702932548
40,0.02026578034995733
41,0.030225589552320554
42,0.020261090581146706
43,0.020263032594534276
44,0.03022424207531563
45,0.020264432872952407
46,0.020273676343942493
47,0.020263085395947483
48,0.02029178808138914
49,0.02025969030272857
50,0.030311247265090335
51,0.020272464933568737
52,0.030237716845364863
53,0.020312572435237177
54,0.020275339058059436
55,0.020262438058151627
56,0.03023232693734517
57,0.02026578034995733
58,0.020270828459729665
59,0.02025634801092287
60,0.020279866519961026
61,0.020311224958232253
62,0.02031064728542142
63,0.02028256147397087
64,0.02031158329919396
65,0.02030853000422241
66,0.020237817004905016
67,0.02027717156595118
68,0.020279866519961026
69,0.02028256147397087
70,0.030237716845364863
71,0.03022693702932548
72,0.020277018635748198
73,0.0202682864359228
74,0.02025095810290318
75,0.030257789427456192
76,0.030241059137170567
77,0.030303162403060795
78,0.02031586192562967
79,0.020277018635748198
80,0.020276965834334987
81,0.02026748616792396
82,0.020270281250723582
83,0.020231604491278022
84,0.020303704168780613
85,0.02025769548792779
86,0.02024450158851642
87,0.020275282353976815
88,0.020262438058151627
89,0.02027717156595118
90,0.020274459748369517
91,0.020306193391174267
92,0.020274459748369517
93,0.02023435224670108
94,0.02027717156595118
95,0.020234657786249576
96,0.02028525642798072
97,0.02027717156595118
98,0.03030046744905095
99,0.020262438058151627
100,0.020279713589758042
101,0.020303140096202717
102,0.020228909537268178
103,0.020262438058151627
104,0.020263679932330133
105,0.02023435224670108
106,0.02029064633600041
107,0.020264432872952407
108,0.020216598850216136
109,0.020264432872952407
110,0.020324069254057442
111,0.02024450158851642
112,0.02027152859893873
113,0.02028240854376789
114,0.020264432872952407
115,0.020304845914169343
116,0.020264432872952407
117,0.020273934876971895
118,0.020242742648279115
119,0.020274459748369517
120,0.020241859435919784
121,0.020308888345184115
122,0.02027836611275312
123,0.020306604854406652
124,0.02027717156595118
125,0.020299097665187945
126,0.02023435224670108
127,0.020284844964748333
128,0.03030046744905095
129,0.02024450158851642
130,0.020264432872952407
131,0.02027841891416633
132,0.020274459748369517
133,0.02031697320721365
134,0.02026637488633998
135,0.02025095810290318
136,0.030229631983335323
137,0.020264791213914113
138,0.020281061066762966
139,0.020269769979558892
140,0.020240047694269268
141,0.020312572435237177
142,0.02027717156595118
143,0.020237352740259423
144,0.02022838466587055
145,0.020272464933568737
146,0.02027717156595118
147,0.020274459748369517
148,0.020271117456563816
149,0.03030181492605587
150,0.020269122641763036
151,0.020303498437164422
152,0.02028525642798072
153,0.030305857357070642
154,0.02031158329919396
155,0.020241036830312486
156,0.02027717156595118
157,0.020274459748369517
158,0.03030181492605587
159,0.02030853000422241
160,0.020279866519961026
161,0.020303909900396804
162,0.020271628727728506
163,0.020296455512591308
164,0.02022838466587055
165,0.02024139517127419
166,0.020261090581146706
167,0.020264432872952407
168,0.02024450158851642
169,0.020279866519961026
170,0.020317384670446036
171,0.02026748616792396
172,0.02028256147397087
173,0.02026578034995733
174,0.020273112271364593
175,0.02027432368173835
176,0.020303140096202717
177,0.020275282353976815
178,0.02026637488633998
179,0.020281213996965947
180,0.020274459748369517
181,0.020224630910832465
182,0.02027717156595118
183,0.020261737918942563
184,0.020238105680881698
185,0.02022626738467154
186,0.02026842250255397
187,0.020261737918942563
188,0.020264432872952407
189,0.020233363110657862
190,0.020281213996965947
191,0.020274459748369517
192,0.020241600902890382
193,0.020311224958232253
194,0.020283908950975794
195,0.020274459748369517
196,0.020279866519961026
197,0.0202310796198804
198,0.020281761205972033
199,0.020274459748369517
200,0.020264170437253596
201,0.020261737918942563
202,0.020291993813005334
203,0.02025634801092287
204,0.020325416731062366
205,0.020264432872952407
206,0.03030181492605587
207,0.02023541072687185
208,0.020279866519961026
209,0.020261737918942563
210,0.020224630910832465
211,0.020318320684218575
212,0.020253005719117166
213,0.02031790954184366
214,0.020274459748369517
215,0.02026233245532521
216,0.02029158234977295
217,0.020262438058151627
218,0.020269717178145682
219,0.020240047694269268
220,0.020314278253203807
221,0.020264432872952407
222,0.020264432872952407
223,0.020281761205972033
224,0.02021794632722106
225,0.02028525642798072
226,0.020230020818852158
227,0.020277277168777596
228,0.020279066251962186
229,0.020261807583927587
230,0.020273676343942493
231,0.020272464933568737
232,0.020283908950975794
233,0.020244790264493103
234,0.020262438058151627
235,0.02025839562713686
236,0.02031158329919396
237,0.020289298858995487
238,0.020291993813005334
239,0.020271117456563816
240,0.020303909900396804
241,0.020281213996965947
242,0.020311994762426344
243,0.020261737918942563
244,0.020221700082259146
245,0.02021794632722106
246,0.02027717156595118
247,0.02031852641583477
248,0.02025969030272857
249,0.020227325864842313
250,0.02025634801092287
251,0.02028240854376789
252,0.02030583505021256
253,0.0202682864359228
254,0.020236758203876774
255,0.020271764794359673
256,0.020263032594534276
257,0.020245673797709904
258,0.020281213996965947
259,0.020274459748369517
260,0.020311224958232253
261,0.020265027409335057
262,0.020271117456563816
263,0.020241447972687402
264,0.020275023820947417
